사업장명,업소유형,업태구분명,지번주소,도로명주소,가까운 지하철역,지하철역과의 거리,도보시간,위도,경도,별점,방문자 리뷰수,블로그 리뷰수,한실수,양실수,욕실수,구비시설,네이버 이런점이 좋아요 총합,네이버 이런점이 좋아요 {항목:좋아요수},데이터갱신일자,인허가일자,인허가취소일자,영업상태코드,폐업일자,휴업시작일자,휴업종료일자,재개업일자,naver_pk,리뷰수,객실수,구비시설 개수,운영기간
어반스테이 명동,레지던스,숙박업(생활),서울특별시 중구 인현동1가 158,"서울특별시 중구 충무로 24, 3~17층 (인현동1가)","충무로, 3호선",223.0102584797861,3.3434821361287272,37.5633577414568,126.993360096149,,56.0,70.0,,,,,41.0,"{'깨끗해요': 29},{'조용히 쉬기 좋아요': 22},{'냉난방이 잘돼요': 22},{'침구가 좋아요': 21},{'대중교통이 편해요': 13},{'화장실이 잘 되어있어요': 13},{'뷰가 좋아요': 11},{'인테리어가 멋져요': 7},{'친절해요': 6},{'근처에 갈 곳이 많아요': 6},{'즐길 거리가 많아요': 2},{'사진이 잘 나와요': 2},{'방음이 잘돼요': 2}",2022-12-03 00:03:00.0,2021-01-15,,1,,,,,"37.5633577415, 126.9933600961",126.0,,,
오요5(oYo5),호스텔,관광호텔,서울특별시 중구 남산동2가 35-2,"서울특별시 중구 퇴계로18길 43, 지층, 1~2층 (남산동2가)","명동, 4호선",263.2157736526138,3.94626347305268,37.5589341416416,126.984837685013,,,,,,,,,,2022-12-03 00:03:00.0,2019-08-02,,1,,,,,"37.5589341416, 126.9848376850",,,,
더스테이클래식호텔,호텔,숙박업(생활),서울특별시 중구 남대문로3가 94,서울특별시 중구 남대문로 27 (남대문로3가),"회현(남대문시장), 4호선",330.1519827601723,4.949804838983093,37.5614803705066,126.978524755613,,1.0,10.0,,,,"['와이파이', '주차장', '컨시어지', '물품보관소']",,,2022-12-02 23:05:00.0,2023-03-13,,1,,,,,"37.5614803705, 126.9785247556",11.0,,4.0,
오요5롯지A(oYo5LodgeA),,숙박업 기타,서울특별시 중구 남산동2가 33-3 1~2층,"서울특별시 중구 퇴계로18길 41 (남산동2가, 1~2층)","명동, 4호선",240.22331017765345,3.601548878225689,37.5591075118053,126.98498104754,,,,,,,,,,2022-12-03 00:03:00.0,2017-04-26,,1,,,,,"37.5591075118, 126.9849810475",,,,
오요5롯지B(oYo5LodgeB),,관광호텔,"서울특별시 중구 남산동2가 33 1,2층","서울특별시 중구 퇴계로18길 37 (남산동2가, 1,2층)","명동, 4호선",226.6023012322996,3.397335850559214,37.5592217658029,126.985040669975,,,,,,,,,,2022-12-03 00:03:00.0,2017-04-26,,1,,,,,"37.5592217658, 126.9850406700",,,,
인구로스페이스,,여인숙업,서울특별시 구로구 구로동 141-6,서울특별시 구로구 도림로19길 8 (구로동),"대림(구로구청), 2호선",479.0092732032561,7.181548323886898,37.4900208931672,126.891328339661,,,,,,,,,,2022-12-03 00:03:00.0,1975-12-20,,1,,,,,"37.4900208932, 126.8913283397",,,,
타임모텔,,여관업,서울특별시 서대문구 대현동 104-40,서울특별시 서대문구 연세로2길 98 (대현동),"신촌, 경의중앙선",308.2510498250618,4.621455019865993,37.5569826989057,126.942111433988,,,,,,,,,,2022-12-02 23:01:00.0,1990-12-24,,1,,,,,"37.5569826989, 126.9421114340",,,,
베스테이린,"기업,빌딩",일반호텔,서울특별시 관악구 봉천동 866-4,서울특별시 관악구 남부순환로220길 34 (봉천동),"서울대입구(관악구청), 2호선",201.8263054695689,3.025881641222921,37.4797547069873,126.951435011192,,,,,,,,,,2022-12-03 00:04:00.0,1986-07-15,,1,,,,,"37.4797547070, 126.9514350112",,,,
더문 호텔,모텔,일반호텔,서울특별시 영등포구 영등포동3가 17-9,서울특별시 영등포구 영중로8길 13 (영등포동3가),"영등포, 경부선",342.184661012407,5.130204812779715,37.5185618190377,126.90713337896,3.83,22.0,9.0,,,,,,,2022-12-03 00:09:00.0,2003-02-26,,1,,,,,"37.5185618190, 126.9071333790",31.0,,,
유모텔,,여관업,서울특별시 강북구 미아동 42-206,서울특별시 강북구 월계로3길 3-5 (미아동),"미아사거리, 4호선",395.29373119565406,5.92644274656153,37.6097926813623,127.03088628932,,,,,,,,,,2022-12-03 00:09:00.0,1980-07-22,,1,,,,,"37.6097926814, 127.0308862893",,,,
하이빌모텔,모텔,여관업,서울특별시 강북구 미아동 160-22,서울특별시 강북구 덕릉로28길 26 (미아동),"수유(강북구청), 4호선",523.5095120453901,7.848718321520091,37.633518705826,127.024093962613,,2.0,,,,,,,,2022-12-03 00:09:00.0,1978-04-21,,1,,,,,"37.6335187058, 127.0240939626",,,,
호텔야자 강서구청점,모텔,일반호텔,서울특별시 강서구 화곡동 24-60,서울특별시 강서구 화곡로 248-8 (화곡동),"화곡, 5호선",820.0327447922392,12.294343999883646,37.5471981777424,126.846387539476,4.05,17.0,13.0,,,,,,,2022-12-02 23:01:00.0,2000-07-13,,1,,,,,"37.5471981777, 126.8463875395",30.0,,,
호텔레츠,모텔,여관업,서울특별시 서대문구 창천동 20-76,서울특별시 서대문구 신촌로 125-5 (창천동),"신촌, 2호선",283.4252156029147,4.2492536072401,37.5564225998198,126.939693095053,4.33,26.0,3.0,,,,,14.0,"{'근처에 갈 곳이 많아요': 7},{'침구가 좋아요': 6},{'친절해요': 6},{'깨끗해요': 5},{'화장실이 잘 되어있어요': 4},{'즐길 거리가 많아요': 3},{'대중교통이 편해요': 3},{'인테리어가 멋져요': 2},{'조용히 쉬기 좋아요': 1},{'주차하기 편해요': 1},{'방음이 잘돼요': 1}",2022-12-02 23:02:00.0,1997-08-04,,1,,,,,"37.5564225998, 126.9396930951",29.0,,,
조아장,,여관업,서울특별시 영등포구 영등포동3가 10-26,서울특별시 영등포구 영중로2길 5 (영등포동3가),"영등포, 경부선",169.18121699191536,2.5364500298637984,37.5169888062022,126.907195053131,,,,,,,,,,2022-12-02 23:05:00.0,2018-10-11,,1,,,,,"37.5169888062, 126.9071950531",,,,
대영호텔,3성급,여관업,서울특별시 중구 회현동1가 89-2,"서울특별시 중구 퇴계로10길 20-8, 4층 (회현동1가)","회현(남대문시장), 4호선",182.458659189978,2.7355121317837776,37.5583680964916,126.980302879448,,3.0,10.0,,,,,,,2021-12-03 22:04:00.0,1971-05-21,,1,,,,,"37.5583680965, 126.9803028794",13.0,,,
포도모텔,모텔,여관업,서울특별시 관악구 신림동 1422-31,서울특별시 관악구 신림로64길 16 (신림동),"신림, 신림선",96.06012307110488,1.4401817551889786,37.4849043523653,126.930701662968,4.15,19.0,7.0,,,,,,,2022-12-02 23:06:00.0,1986-11-15,,1,,,,,"37.4849043524, 126.9307016630",26.0,,,
메리제인,호텔,관광호텔,서울특별시 송파구 문정동 61-15 메리제인호텔,"서울특별시 송파구 송파대로20길 6 (문정동, 메리제인호텔)","문정, 8호선",96.29098646997087,1.4436429755617823,37.4856475497424,127.123557162241,,,,,,,,,,2022-12-02 23:08:00.0,2023-03-07,,1,,,,,"37.4856475497, 127.1235571622",,,,
르컬렉티브 서울서초,,숙박업(생활),서울특별시 서초구 서초동 1595-1 지젤시그니티 서초,서울특별시 서초구 효령로53길 50 (서초동),"남부터미널(예술의전당), 3호선",312.37601085077745,4.683298513504909,37.4870648484546,127.013771375182,,,,,,,,,,2022-12-04 00:05:00.0,2022-11-22,,1,,,,,"37.4870648485, 127.0137713752",,,,
파이프 호스텔,호텔,여관업,서울특별시 중구 장충동1가 58-5,서울특별시 중구 동호로24길 42 (장충동1가),"동대입구, 3호선",235.04635984294333,3.5239334309286856,37.5611690008201,127.005673248399,,,,,,,,,,2022-12-02 00:04:00.0,2003-02-26,,1,,,,,"37.5611690008, 127.0056732484",,,,
하얀장,,여관업,서울특별시 금천구 독산동 296-35,서울특별시 금천구 시흥대로123길 44 (독산동),"독산, 경부선",802.1295760491183,12.025930675399074,37.4713949834431,126.896047869182,,,,,,,,,,2021-12-03 23:02:00.0,1983-03-16,,1,,,,,"37.4713949834, 126.8960478692",,,,
The S HOTEL(더 에스 호텔),,여관업,"서울특별시 서초구 서초동 1317-9 ,10호 2층~6층","서울특별시 서초구 서초대로77길 11, 2층~6층 (서초동)","강남, 2호선",167.94619632264542,2.517933977850756,37.4988036559211,127.026310672043,,,,,,,,,,2021-12-06 00:04:00.0,1979-03-02,,3,2022-05-31,,,,"37.4988036559, 127.0263106720",,,,16131.0
조이 게스트하우스,,여관업,서울특별시 중구 장충동2가 74,서울특별시 중구 퇴계로56가길 2 (장충동2가),"동대입구, 3호선",293.2753420447394,4.396931664838671,37.5616934785484,127.005514266325,,,,,,,,,,2022-12-03 00:05:00.0,2002-01-21,,1,,,,,"37.5616934785, 127.0055142663",,,,
E 호텔,,일반호텔,서울특별시 서초구 서초동 1593-1 외 2필 1층~9층,"서울특별시 서초구 반포대로18길 40, 1층~9층 (서초동)","남부터미널(예술의전당), 3호선",384.1995358474323,5.760112981220874,37.4869723547246,127.012607755046,,,,,,,,,,2021-12-08 22:03:00.0,2000-01-14,,3,2022-09-20,,,,"37.4869723547, 127.0126077550",,,,8508.0
호텔벤,,여관업,서울특별시 강남구 역삼동 718-28,서울특별시 강남구 언주로87길 41 (역삼동),"역삼, 2호선",303.3591976907822,4.548113908407529,37.5007098055431,127.039884937468,,,,,,,,,,2021-12-02 21:01:00.0,1978-08-09,,1,,,,,"37.5007098055, 127.0398849375",,,,
M(엠)모텔,,여관업,서울특별시 동대문구 신설동 89-89,서울특별시 동대문구 하정로 48 (신설동),"신설동, 2호선",181.7494488707466,2.7248792934144914,37.5752885550365,127.026873689606,,,,,,,,,,2021-11-01 23:04:00.0,1900-03-03,,1,,,,,"37.5752885550, 127.0268736896",,,,
Blue맨션,,여관업,서울특별시 마포구 노고산동 57-31,서울특별시 마포구 신촌로18길 15-6 (노고산동),"신촌, 2호선",159.02091775628148,2.3841217054914763,37.5546741874981,126.935220242188,,,,,,,,,,2021-12-04 00:09:00.0,1975-04-23,,3,2022-04-06,,,,"37.5546741875, 126.9352202422",,,,17540.0
붐(BOOM)모텔,모텔,여관업,서울특별시 강북구 미아동 35-29,서울특별시 강북구 도봉로 34-7 (미아동),"미아사거리, 4호선",116.88638742863355,1.752419601628689,37.6123488511151,127.030642026316,,,2.0,,,,,,,2021-12-03 22:00:00.0,1972-12-01,,1,,,,,"37.6123488511, 127.0306420263",,,,
호스텔 바닐라 2,,여관업,서울특별시 종로구 숭인동 66-8번지 ,서울특별시 종로구 종로57길 34-8 (숭인동),"동묘앞, 1호선",191.81451484312868,2.8757798327305646,37.5749210766837,127.016329393985,,,,10.0,0.0,10.0,,,,2019-06-06 02:40:00.0,1970-10-26,,1,,,,,"37.5749210767, 127.0163293940",,10.0,,
미니호텔달콤1,,여인숙업,서울특별시 종로구 창신동 449-1번지 ,서울특별시 종로구 종로48길 26-4 (창신동),"동대문, 1호선",108.9978428083107,1.6341505668412395,37.5710604844949,127.0118801362,,,,12.0,0.0,1.0,,,,2018-08-31 23:59:59.0,1986-12-01,,1,,,,,"37.5710604845, 127.0118801362",,12.0,,
나그네 하우스,모텔,여관업,서울특별시 종로구 체부동 64,서울특별시 종로구 자하문로1나길 6 (체부동),"경복궁(정부서울청사), 3호선",202.0632794716313,3.029434474837051,37.5767817846754,126.971635081943,4.24,160.0,62.0,,,,,81.0,"{'인테리어가 멋져요': 30},{'친절해요': 29},{'깨끗해요': 18},{'조용히 쉬기 좋아요': 18},{'근처에 갈 곳이 많아요': 13},{'뷰가 좋아요': 12},{'사진이 잘 나와요': 11},{'대중교통이 편해요': 10},{'냉난방이 잘돼요': 4},{'방음이 잘돼요': 3},{'화장실이 잘 되어있어요': 3},{'주차하기 편해요': 1}",2022-12-03 00:08:00.0,1999-11-15,,1,,,,,"37.5767817847, 126.9716350819",222.0,,,
하임 1호점,,여관업,서울특별시 강서구 화곡동 937-22,서울특별시 강서구 월정로20길 12 (화곡동),"까치산, 5호선",700.7290714747425,10.505683230505884,37.5295757595412,126.839248492012,,,,,,,,,,2022-12-02 22:02:00.0,2023-03-20,,1,,,,,"37.5295757595, 126.8392484920",,,,
하임 2호점,,여관업,서울특별시 강서구 화곡동 937-23,서울특별시 강서구 월정로20길 14 (화곡동),"까치산, 5호선",690.6113140324918,10.353992714130312,37.5295440509219,126.839385791717,,,,,,,,,,2022-12-02 22:02:00.0,2023-03-20,,1,,,,,"37.5295440509, 126.8393857917",,,,
에이치에비뉴 호텔 건대점,2성급,관광호텔,서울특별시 광진구 화양동 24-15,서울특별시 광진구 동일로 156 (화양동),"건대입구, 2호선",669.9676924085675,10.044493139558732,37.5460366737783,127.066568344155,4.19,172.0,405.0,,,,"['무료 와이파이', '와이파이', '주차장', '24시간 리셉션', '장애인 편의 시설', '장애인 편의 객실']",99.0,"{'친절해요': 34},{'인테리어가 멋져요': 32},{'깨끗해요': 25},{'사진이 잘 나와요': 20},{'조용히 쉬기 좋아요': 13},{'침구가 좋아요': 11},{'호캉스하기 좋아요': 11},{'즐길 거리가 많아요': 9},{'뷰가 좋아요': 9},{'냉난방이 잘돼요': 6},{'주차하기 편해요': 5},{'조식이 맛있어요': 3},{'대중교통이 편해요': 3},{'수영장이 잘 되어있어요': 1},{'방음이 잘돼요': 1}",2022-12-02 23:05:00.0,2018-01-05,,1,,,,,"37.5460366738, 127.0665683442",577.0,,6.0,
스테이션 호텔,,여인숙업,서울특별시 구로구 구로동 500-20,서울특별시 구로구 구로중앙로 135-4 (구로동),"구로, 경부선",362.0843525923536,5.428551013378615,37.4998784902225,126.882981403692,,,,,,,,,,2022-12-02 23:05:00.0,1975-06-20,,1,,,,,"37.4998784902, 126.8829814037",,,,
부흥,,여관업,서울특별시 동작구 노량진동 211-47 외1필지,"서울특별시 동작구 만양로14길 20 (노량진동,외1필지)","노량진, 경부선",367.0392781897581,5.502837753969387,37.5116671951986,126.945453817995,,,,,,,,,,2022-12-02 23:05:00.0,1971-06-30,,3,2023-03-13,,,,"37.5116671952, 126.9454538180",,,,18933.0
카누,모텔,여관업,서울특별시 은평구 응암동 749-49,서울특별시 은평구 응암로12길 11-6 (응암동),"새절(신사), 6호선",541.1927782704613,8.11383475667858,37.5880363079374,126.918346752024,,5.0,,,,,,,,2022-12-04 23:00:00.0,1971-09-03,,3,2023-03-27,,,,"37.5880363079, 126.9183467520",,,,18868.0
나무호텔,2성급,관광호텔,서울특별시 광진구 광장동 327-1,서울특별시 광진구 아차산로76가길 12 (광장동),"광나루(장신대), 5호선",390.6322156784295,5.856554957697593,37.5473112429539,127.107200169131,,601.0,172.0,,,,"['무료 와이파이', '와이파이', '주차장', '24시간 리셉션', '컨시어지', '세탁 서비스']",599.0,"{'인테리어가 멋져요': 417},{'조용히 쉬기 좋아요': 394},{'호캉스하기 좋아요': 344},{'깨끗해요': 338},{'침구가 좋아요': 299},{'친절해요': 250},{'사진이 잘 나와요': 136},{'주차하기 편해요': 122},{'냉난방이 잘돼요': 121},{'방음이 잘돼요': 79},{'대중교통이 편해요': 36},{'뷰가 좋아요': 36},{'가성비가 좋아요': 23},{'즐길 거리가 많아요': 14},{'조식이 맛있어요': 7},{'스파하기 좋아요': 3},{'컨셉이 독특해요': 2},{'벌레 걱정 없어요': 1},{'수영장이 잘 되어있어요': 1},{'비싼 만큼 가치있어요': 1},{'룸서비스가 잘 되어있어요': 1},{'화장실이 잘 되어있어요': 1}",2022-12-02 00:02:00.0,2023-01-31,,1,,,,,"37.5473112430, 127.1072001691",773.0,,6.0,
써니게스트하우스 서울시티,,숙박업 기타,서울특별시 중구 을지로3가 5-14 2~5층,"서울특별시 중구 충무로9길 41 (을지로3가, 2~5층)","을지로3가, 2호선",142.79726427016777,2.1408885197926204,37.5667002137125,126.990157417213,,,,,,,,,,2022-12-02 22:03:00.0,2016-12-15,,3,2023-03-21,,,,"37.5667002137, 126.9901574172",,,,2328.0
서울엔호스텔,,숙박업 기타,"서울특별시 중구 오장동 139-20 삼덕빌딩 4,5,6층","서울특별시 중구 동호로 343, 4,5,6층 (오장동, 삼덕빌딩)","동대문역사문화공원, 5호선",291.0116695018395,4.362993545754715,37.5649925873665,127.002084919231,,,,,,,,,,2022-12-02 22:03:00.0,2015-03-11,,3,2023-03-21,,,,"37.5649925874, 127.0020849192",,,,2973.0
에로스,모텔,여관업,서울특별시 관악구 신림동 1433-105,서울특별시 관악구 남부순환로 1591-8 (신림동),"신림, 신림선",218.0542929638635,3.2691798045556744,37.4844807640547,126.927214753328,,3.0,,,,,,,,2022-12-02 22:03:00.0,1986-01-07,,1,,,,,"37.4844807641, 126.9272147533",,,,
리츠,모텔,여관업,서울특별시 중랑구 면목동 170-1,서울특별시 중랑구 동일로 567 (면목동),"사가정, 7호선",816.0817537421437,12.235108751756275,37.5809919174248,127.07923979939,4.14,23.0,,,,,,,,2022-12-02 22:03:00.0,1983-09-08,,1,,,,,"37.5809919174, 127.0792397994",,,,
홈즈남산,레지던스,숙박업(생활),서울특별시 중구 필동1가 43-1,"서울특별시 중구 충무로 3, 3~19층 (필동1가)","충무로, 3호선",109.08407805285796,1.6354434490683352,37.5615075146675,126.992841205294,,,2.0,,,,,,,2022-12-03 21:00:00.0,2023-03-21,,1,,,,,"37.5615075147, 126.9928412053",,,,
샤-인,모텔,여관업,서울특별시 강북구 미아동 775-26,서울특별시 강북구 솔매로 62-3 (미아동),"삼양, 우이신설선",264.319103204508,3.962805145494873,37.6246837277324,127.019155917485,3.58,11.0,21.0,,,,,,,2021-12-05 23:00:00.0,1970-12-28,,1,,,,,"37.6246837277, 127.0191559175",32.0,,,
르서울호텔,호텔,일반호텔,서울특별시 중구 북창동 13-2,"서울특별시 중구 남대문로1길 56, 3~9층 (북창동)","시청, 2호선",207.8719156774247,3.1165204749239086,37.5634355708986,126.977756004808,,14.0,13.0,,,,,14.0,"{'깨끗해요': 11},{'친절해요': 11},{'침구가 좋아요': 8},{'조용히 쉬기 좋아요': 7},{'인테리어가 멋져요': 5},{'냉난방이 잘돼요': 4},{'호캉스하기 좋아요': 3},{'즐길 거리가 많아요': 2},{'편의시설이 잘 되어있어요': 2},{'대중교통이 편해요': 2},{'방음이 잘돼요': 2},{'사진이 잘 나와요': 1},{'보안시설이 잘 되어있어요': 1},{'뷰가 좋아요': 1}",2022-12-02 00:04:00.0,2023-02-01,,1,,,,,"37.5634355709, 126.9777560048",27.0,,,
우주 남산점,,관광호텔,서울특별시 중구 남산동2가 36-6 1~2층,"서울특별시 중구 소공로6길 29 (남산동2가, 1~2층)","명동, 4호선",298.3689322628349,4.473297335274886,37.5586040972384,126.984766562845,,,,,,,,,,2021-12-06 00:04:00.0,2017-02-15,,1,,,,,"37.5586040972, 126.9847665628",,,,
로카우스호텔,4성급,관광호텔,서울특별시 용산구 한강로3가 40-708,서울특별시 용산구 한강대로23길 25 (한강로3가),"용산, 경부선",245.9151404596563,3.686883665062313,37.5276397334571,126.964349149383,,65.0,108.0,,,,"['무료 와이파이', '와이파이', '주차장', '24시간 리셉션', '외국어 구사 직원', '장애인 편의 시설', '세탁 서비스', '모닝콜 서비스', '이그제큐티브 플로어', '피트니스센터']",60.0,"{'친절해요': 28},{'깨끗해요': 25},{'조식이 맛있어요': 19},{'호캉스하기 좋아요': 17},{'조용히 쉬기 좋아요': 13},{'대중교통이 편해요': 13},{'침구가 좋아요': 11},{'주차하기 편해요': 7},{'인테리어가 멋져요': 5},{'방음이 잘돼요': 5},{'수영장이 잘 되어있어요': 4},{'뷰가 좋아요': 4},{'냉난방이 잘돼요': 3},{'즐길 거리가 많아요': 1}",2022-12-02 22:04:00.0,2023-03-22,,1,,,,,"37.5276397335, 126.9643491494",173.0,,10.0,
레미,모텔,여관업,서울특별시 강동구 길동 449-2,서울특별시 강동구 진황도로 92-7 (길동),"강동, 5호선",353.8369609308889,5.304901962981843,37.5357334620212,127.136483459194,,9.0,6.0,,,,,,,2021-12-05 23:07:00.0,1999-05-07,,1,,,,,"37.5357334620, 127.1364834592",15.0,,,
하이스테이 종로 1233,게스트하우스,여관업,서울특별시 종로구 숭인동 1233,서울특별시 종로구 보문로 15-1 (숭인동),"신설동, 우이신설선",114.89970451687932,1.7226342506278756,37.5771071357,127.022968731687,,,2.0,,,,,,,2022-12-02 22:04:00.0,1988-07-21,,1,,,,,"37.5771071357, 127.0229687317",,,,
독립문호텔,,여관업,"서울특별시 종로구 교북동 1-12 45,43","서울특별시 종로구 통일로 220 (교북동,45,43)","독립문, 3호선",298.1245999640153,4.469634182369045,37.5727219336799,126.960195889012,,,,,,,,,,2021-12-08 22:08:00.0,1969-06-21,,1,,,,,"37.5727219337, 126.9601958890",,,,
더퍼스트스테이 호텔,4성급,숙박업(생활),서울특별시 강서구 마곡동 797-12,서울특별시 강서구 마곡동로4길 23 (마곡동),"발산, 5호선",174.07087200739053,2.6097582010103526,37.5596431100254,126.836199032381,,99.0,131.0,,,,"['무료 와이파이', '와이파이', '무료 주차 가능', '주차장', '24시간 리셉션', '컨시어지', '외국어 구사 직원', '장애인 편의 시설', '모닝콜 서비스', '물품보관소']",94.0,"{'깨끗해요': 35},{'침구가 좋아요': 34},{'친절해요': 28},{'대중교통이 편해요': 28},{'조용히 쉬기 좋아요': 25},{'주차하기 편해요': 19},{'냉난방이 잘돼요': 18},{'호캉스하기 좋아요': 12},{'방음이 잘돼요': 10},{'인테리어가 멋져요': 7},{'즐길 거리가 많아요': 6},{'뷰가 좋아요': 6},{'사진이 잘 나와요': 4},{'조식이 맛있어요': 2}",2021-12-07 21:01:00.0,2017-02-14,,1,,,,,"37.5596431100, 126.8361990324",230.0,,10.0,
라마다앙코르서울마곡,,숙박업(생활),서울특별시 강서구 마곡동 760-1 (힐스테이트 에코 마곡나루역),"서울특별시 강서구 마곡중앙로 161-11, 지하1~14층 (마곡동, 가양1동, 힐스테이트 에코 마곡나루역)","마곡나루, 9호선",142.63939229119592,2.1385216235561604,37.5679745986878,126.826720979429,,,,,,,,,,2021-12-04 00:07:00.0,2017-01-18,,3,2022-04-05,,,,"37.5679745987, 126.8267209794",,,,2294.0
휴모텔,모텔,여인숙업,서울특별시 금천구 가산동 42-20,서울특별시 금천구 벚꽃로40길 26 (가산동),"가산디지털단지, 경부선",172.6406492680017,2.588315581229411,37.4823741750001,126.88426008908,,,,,,,,,,2022-12-02 22:04:00.0,1973-09-10,,1,,,,,"37.4823741750, 126.8842600891",,,,
호텔컬리넌건대,호텔,관광호텔,서울특별시 광진구 군자동 350-6,서울특별시 광진구 동일로 212 (군자동),"어린이대공원(세종대), 7호선",570.0569660799051,8.546581200598277,37.5505530355034,127.069050355206,,1.0,,,,,,,,2021-10-31 00:02:00.0,2015-09-21,,1,,,,,"37.5505530355, 127.0690503552",,,,
신라스테이,,관광호텔,서울특별시 동작구 신대방동 698 신라스테이해링턴타워,"서울특별시 동작구 시흥대로 596 (신대방동, 신라스테이해링턴타워)","구로디지털단지, 2호선",260.44496647660486,3.904722136081032,37.4856282661036,126.904310488692,,,,,,,,,,2021-12-03 23:02:00.0,2016-02-02,,1,,,,,"37.4856282661, 126.9043104887",,,,
코트야드 메리어트 서울 보타닉파크,4성급,관광호텔,서울특별시 강서구 마곡동 766-1 메리어트호텔,"서울특별시 강서구 마곡중앙12로 10, 메리어트호텔 (마곡동)","마곡나루, 9호선",188.4305213788715,2.8250452980340555,37.5669742928759,126.829428553472,4.49,1523.0,1893.0,,,,,740.0,"{'친절해요': 262},{'깨끗해요': 225},{'뷰가 좋아요': 210},{'호캉스하기 좋아요': 187},{'조용히 쉬기 좋아요': 181},{'침구가 좋아요': 170},{'주차하기 편해요': 141},{'조식이 맛있어요': 106},{'대중교통이 편해요': 103},{'인테리어가 멋져요': 88},{'사진이 잘 나와요': 43},{'냉난방이 잘돼요': 36},{'즐길 거리가 많아요': 31},{'방음이 잘돼요': 21},{'수영장이 잘 되어있어요': 3},{'비싼 만큼 가치있어요': 1},{'화장실이 잘 되어있어요': 1}",2021-11-01 23:04:00.0,2018-05-03,,1,,,,,"37.5669742929, 126.8294285535",3416.0,,,
라이프 인 을지로,,여관업,서울특별시 중구 을지로3가 291-45 2층,"서울특별시 중구 충무로 54-3, 2층 (을지로3가)","을지로3가, 3호선",85.04887230830353,1.2750955368561248,37.5660351259604,126.993083336867,,,,,,,,,,2021-11-01 22:05:00.0,2015-12-01,,1,,,,,"37.5660351260, 126.9930833369",,,,
만남모텔,,여관업,서울특별시 종로구 숭인동 1127번지 ,서울특별시 종로구 보문로1길 7-20 (숭인동),"신설동, 우이신설선",83.22956899478254,1.2478196251091835,37.5761375234119,127.022301318789,,,,10.0,0.0,10.0,,,,2019-11-17 02:40:00.0,1967-08-22,,1,,,,,"37.5761375234, 127.0223013188",,10.0,,
호스텔 케이팝,호스텔,일반호텔,서울특별시 중구 인현동1가 94-1,"서울특별시 중구 마른내로 53, 3~7층 (인현동1가)","을지로3가, 3호선",276.56563936584354,4.146411384795255,37.5644454561356,126.993953552078,,,,,,,,,,2022-12-03 00:09:00.0,2023-02-03,,1,,,,,"37.5644454561, 126.9939535521",,,,
오월호텔(OWALL HOTEL),1성급,관광호텔,서울특별시 강남구 역삼동 723-3,"서울특별시 강남구 언주로85길 27, 지상3~지상9층 (역삼동)","역삼, 2호선",407.4127368106994,6.108136983668657,37.5005805580112,127.041063158531,4.43,51.0,137.0,,,,"['무료 와이파이', '와이파이', '물품보관소']",32.0,"{'침구가 좋아요': 22},{'인테리어가 멋져요': 21},{'조용히 쉬기 좋아요': 18},{'깨끗해요': 17},{'호캉스하기 좋아요': 17},{'친절해요': 8},{'주차하기 편해요': 7},{'사진이 잘 나와요': 5},{'냉난방이 잘돼요': 3},{'뷰가 좋아요': 3},{'대중교통이 편해요': 2},{'방음이 잘돼요': 2}",2022-12-02 22:05:00.0,2018-03-02,,1,,,,,"37.5005805580, 127.0410631585",188.0,,3.0,
사월호텔,호텔,일반호텔,서울특별시 강남구 역삼동 720-12,서울특별시 강남구 언주로89길 13 (역삼동),"역삼, 2호선",490.9776575955128,7.360984371746818,37.5016923957401,127.041843537901,4.27,56.0,197.0,,,,,25.0,"{'침구가 좋아요': 13},{'인테리어가 멋져요': 13},{'조용히 쉬기 좋아요': 8},{'호캉스하기 좋아요': 8},{'깨끗해요': 7},{'주차하기 편해요': 7},{'냉난방이 잘돼요': 5},{'친절해요': 4},{'대중교통이 편해요': 3},{'사진이 잘 나와요': 2},{'즐길 거리가 많아요': 1},{'방음이 잘돼요': 1},{'스파하기 좋아요': 1},{'화장실이 잘 되어있어요': 1}",2022-12-02 22:05:00.0,2010-06-17,,1,,,,,"37.5016923957, 127.0418435379",253.0,,,
호텔마리,모텔,여관업,서울특별시 강남구 역삼동 720-14,서울특별시 강남구 언주로87길 10 (역삼동),"역삼, 2호선",510.80774474424607,7.658287027649866,37.5016478895041,127.042087452721,4.41,16.0,209.0,,,,,,,2022-12-02 22:05:00.0,2002-07-24,,1,,,,,"37.5016478895, 127.0420874527",225.0,,,
부킹용산닷컴1(Booking Yongsan.com1),,여관업,서울특별시 용산구 남영동 37-1,서울특별시 용산구 한강대로84길 11-10 (남영동),"숙대입구(갈월), 4호선",138.28228021274543,2.073197604388987,37.5439760185241,126.973488224669,,,,,,,,,,2022-12-02 22:05:00.0,1964-05-12,,1,,,,,"37.5439760185, 126.9734882247",,,,
맥스,,여관업,서울특별시 도봉구 창동 9-2 정일프라자 상가 6층,"서울특별시 도봉구 노해로 381, 정일프라자 상가동 6층 (창동)","창동, 경원선",240.39803783149185,3.604168483230762,37.6525380775264,127.050465602278,,,,,,,,,,2022-12-03 22:03:00.0,1997-09-25,,1,,,,,"37.6525380775, 127.0504656023",,,,
