,naver_pk
5700,"37.4845325027, 126.9284286958"
5701,"37.4848588089, 126.9309367709"
5702,"37.4807584513, 126.9499718096"
5703,"37.4853820170, 126.9287991993"
5704,"37.4851550461, 126.9304515529"
5705,"37.4813277647, 126.9472015373"
5706,"37.4698184527, 126.9202284895"
5707,"nan, nan"
5708,"nan, nan"
5709,"nan, nan"
5710,"37.4842803849, 126.9557977830"
5711,"nan, nan"
5712,"37.4847360901, 126.9286597227"
5713,"37.4821655091, 126.9496471729"
5714,"37.4867837291, 126.9567249494"
5715,"37.4863612823, 126.9482963478"
5716,"37.4849830916, 126.9313035587"
5717,"37.4875388704, 126.9292833567"
5718,"37.4760571267, 126.9809928748"
5719,"37.4796944761, 126.9533395291"
5720,"37.4833106921, 126.9277653816"
5721,"37.4848588089, 126.9309367709"
5722,"37.4864502268, 126.9286078901"
5723,"37.4845319170, 126.9291011015"
5724,"37.4866917013, 126.9281691766"
5725,"nan, nan"
5726,"37.4814599381, 126.9009297218"
5727,"37.4843340342, 126.9274333391"
5728,"37.4833151134, 126.9277758923"
5729,"37.4738072014, 126.9355438984"
5730,"37.4707919983, 126.9202341246"
5731,"37.4862182998, 126.9575901391"
5732,"37.4865281220, 126.9579980311"
5733,"nan, nan"
5734,"nan, nan"
5735,"37.4835052297, 126.9280769137"
5736,"37.4854125346, 126.9321220011"
5737,"37.4857833213, 126.9403424000"
5738,"37.4871407077, 126.9294217908"
5739,"37.4859088427, 126.9306272407"
5740,"37.4871777812, 126.9586001058"
5741,"37.4808160893, 126.9488574450"
5742,"37.4858825242, 126.9304584541"
5743,"37.4880574618, 126.9597194816"
5744,"37.4893973816, 126.9267731798"
5745,"37.4806734775, 126.9464573813"
5746,"37.4804397481, 126.9534595878"
5747,"37.4847989558, 126.9289176811"
5748,"37.4885363020, 126.9278198261"
5749,"37.4649972136, 126.9191386242"
5750,"37.4885798041, 126.9582433802"
5751,"37.4814249031, 126.9468212427"
5752,"nan, nan"
5753,"37.4804160174, 126.9509255867"
5754,"37.4832800989, 126.9548806285"
5755,"37.4836762282, 126.9279080569"
5756,"37.4874017274, 126.9298719054"
5757,"37.4828707196, 126.9427049224"
5758,"37.4867816857, 126.9281258979"
5759,"37.4837909415, 126.9289739250"
5760,"37.4838223288, 126.9288777898"
5761,"nan, nan"
5762,"nan, nan"
5763,"37.4831662538, 126.9552289348"
5764,"nan, nan"
5765,"nan, nan"
5766,"37.4846613164, 126.9541048402"
5767,"nan, nan"
5768,"nan, nan"
5769,"37.4711763440, 126.9396427244"
5770,"nan, nan"
5771,"37.4862220414, 127.0121662082"
5772,"37.5105734454, 127.0184595079"
5773,"37.4838120355, 126.9958079940"
5774,"37.4856934845, 127.0132408343"
5775,"37.4918314269, 126.9905878975"
5776,"37.5012340500, 127.0249724086"
5777,"37.4875261942, 126.9942016155"
5778,"nan, nan"
5779,"37.5166413662, 127.0189090499"
5780,"37.4934898877, 127.0285989000"
5781,"37.4865589279, 127.0121710117"
5782,"37.5156567446, 127.0165394184"
5783,"37.4979303487, 126.9985820084"
5784,"37.5047366740, 127.0238351432"
5785,"nan, nan"
5786,"nan, nan"
5787,"37.4916800922, 126.9879882745"
5788,"37.4951146208, 126.9861538696"
5789,"nan, nan"
5790,"37.4864388603, 127.0118081533"
5791,"nan, nan"
5792,"37.4912709462, 126.9910513552"
5793,"37.4925186925, 126.9892645685"
5794,"37.4859325947, 127.0327663211"
5795,"37.4489796164, 127.0546673273"
5796,"nan, nan"
5797,"37.4851740963, 127.0128507736"
5798,"37.4920885191, 126.9879903576"
5799,"37.4682875003, 127.0330647354"
5800,"37.4923931807, 127.0133967078"
5801,"37.4942544926, 126.9859258310"
5802,"37.4857873823, 126.9951751540"
5803,"37.4846939250, 127.0291906161"
5804,"37.5185690119, 127.0180842300"
5805,"37.4862852234, 127.0136225464"
5806,"37.4871051884, 127.0139863290"
5807,"37.4988983850, 126.9982181861"
5808,"37.4917097333, 127.0291087645"
5809,"37.4853818156, 127.0148421555"
5810,"37.4852105573, 127.0146552213"
5811,"37.4921786758, 127.0104740600"
5812,"37.4922299303, 127.0106179022"
5813,"37.5158727385, 127.0182178451"
5814,"37.5150460708, 127.0169872084"
5815,"37.4894582216, 127.0301230667"
5816,"37.5039351770, 127.0024130068"
5817,"37.4918726895, 127.0299736434"
5818,"37.4863871091, 127.0137798440"
5819,"37.4948482571, 127.0186246942"
5820,"37.4946922400, 126.9862507454"
5821,"37.4852490620, 127.0128342786"
5822,"37.4874099216, 127.0138820216"
5823,"37.5050078663, 127.0234366750"
5824,"37.4865732483, 127.0326334052"
5825,"37.4872883035, 127.0137276579"
5826,"37.5233543135, 127.0327947843"
5827,"37.4909040359, 127.0302506315"
5828,"37.4945394934, 127.0179696501"
5829,"37.4864975916, 127.0136173838"
5830,"37.4978867912, 126.9857598169"
5831,"37.4840755375, 127.0386887912"
5832,"37.4921335689, 127.0291015789"
5833,"nan, nan"
5834,"37.4934898877, 127.0285989000"
5835,"37.4868600279, 127.0217137002"
5836,"37.4862220060, 127.0125049624"
5837,"37.4850604047, 127.0118382383"
5838,"37.4899248383, 127.0301823920"
5839,"37.4868853269, 127.0133411115"
5840,"37.4856715896, 127.0132447878"
5841,"37.4861173497, 127.0129624209"
5842,"37.4917256346, 127.0292971572"
5843,"37.4870243557, 127.0124872311"
5844,"nan, nan"
5845,"37.4881977189, 126.9830206822"
5846,"37.4916178056, 126.9877250413"
5847,"37.4915178378, 127.0293956790"
5848,"37.5207980007, 127.0289569405"
5849,"37.5158432186, 127.0180022436"
5850,"37.4865667421, 127.0140184534"
5851,"37.5055085815, 127.0233024712"
5852,"37.4869443323, 126.9943908265"
5853,"37.5178216423, 127.0185835721"
5854,"37.4864607807, 127.0147813115"
5855,"37.4945394934, 127.0179696501"
5856,"37.4862321039, 127.0132707795"
5857,"37.4860813515, 127.0125722148"
5858,"37.4971720723, 126.9861774638"
5859,"37.4856567942, 127.0149149126"
5860,"nan, nan"
5861,"37.4855835352, 127.0149705274"
5862,"37.4865782755, 127.0140143850"
5863,"37.4879896518, 126.9828525920"
5864,"37.4907156993, 126.9831904042"
5865,"37.5150359818, 127.0193176589"
5866,"37.4994412374, 126.9979810260"
5867,"37.4867968907, 127.0129566587"
5868,"37.4869565561, 127.0128946109"
5869,"37.5019550209, 127.0387259487"
5870,"nan, nan"
5871,"37.4936666504, 127.0163678879"
5872,"37.4922687877, 126.9886704927"
5873,"37.4970248701, 126.9856092381"
5874,"37.5162105527, 127.0186166544"
5875,"37.4928024852, 126.9911407308"
5876,"37.4851402822, 127.0122499286"
5877,"37.4922184503, 127.0294390363"
5878,"37.4854764858, 127.0150459222"
5879,"nan, nan"
5880,"37.5017471415, 127.0242576103"
5881,"37.5030442305, 127.0238094983"
5882,"37.5150563480, 127.0169468296"
5883,"nan, nan"
5884,"37.4971720723, 126.9861774638"
5885,"37.5186452343, 127.0181008767"
5886,"37.4860811780, 127.0133332798"
5887,"37.4869248581, 127.0135437398"
5888,"37.4859521403, 127.0126340416"
5889,"37.4854052474, 127.0132812616"
5890,"37.5155552433, 127.0168803188"
5891,"37.4934898859, 127.0286063633"
5892,"37.5159509303, 127.0401568286"
5893,"37.5017012217, 127.0423600348"
5894,"37.5014193150, 127.0412913847"
5895,"37.4979976259, 127.0317671569"
5896,"37.5177092955, 127.0207006297"
5897,"37.5062900730, 127.0517802764"
5898,"37.5031906176, 127.0399360187"
5899,"37.5067635933, 127.0331065799"
5900,"37.5095835943, 127.0642758000"
5901,"37.5073988039, 127.0355787910"
5902,"37.5075149397, 127.0550771102"
5903,"37.5032117056, 127.0414915311"
5904,"37.5049490830, 127.0530527102"
5905,"37.5014373248, 127.0408024988"
5906,"37.5168218298, 127.0298562519"
5907,"37.5083895780, 127.0363704116"
5908,"37.5026258130, 127.0400961976"
5909,"37.5124556556, 127.0503016844"
5910,"37.5107160054, 127.0441980079"
5911,"37.4974510267, 127.0287935611"
5912,"37.5046205516, 127.0441328898"
5913,"37.5014303477, 127.0401281288"
5914,"37.4978340953, 127.0303893566"
5915,"37.4962096409, 127.0297986265"
5916,"37.5024938183, 127.0387381018"
5917,"37.5112647606, 127.0482320523"
5918,"37.5072982937, 127.0547850383"
5919,"37.4990463384, 127.0284633907"
5920,"37.5058122049, 127.0297860436"
5921,"37.5010631797, 127.0398859171"
5922,"nan, nan"
5923,"37.4940714856, 127.0304112397"
5924,"37.5070803281, 127.0544222795"
5925,"37.5011973054, 127.0405155684"
5926,"37.5203142639, 127.0277831308"
5927,"37.5171318617, 127.0211005596"
5928,"37.5233502857, 127.0383867702"
5929,"37.5073681804, 127.0550462389"
5930,"37.5028451432, 127.0402861996"
5931,"nan, nan"
5932,"37.5052013408, 127.0491501217"
5933,"37.5004175245, 127.0334846658"
5934,"37.5052013408, 127.0491501217"
5935,"37.5160625713, 127.0409251576"
5936,"37.5061172640, 127.0348069618"
5937,"37.4974510267, 127.0287935611"
5938,"37.4995267965, 127.0301130878"
5939,"37.5188658448, 127.0252246545"
5940,"37.5069966310, 127.0534216216"
5941,"37.5070086249, 127.0541898066"
5942,"37.4988815246, 127.0292817455"
5943,"37.5173261424, 127.0214654126"
5944,"37.5159509303, 127.0401568286"
5945,"37.4959457176, 127.0295129858"
5946,"37.5155631030, 127.0657576193"
5947,"37.5026214877, 127.0400975524"
5948,"37.5026990029, 127.0397460987"
5949,"37.5026978812, 127.0387835578"
5950,"37.5064038204, 127.0520977115"
5951,"37.4942161150, 127.0303420928"
5952,"37.5073681804, 127.0550462389"
5953,"37.4960518927, 127.0300828562"
5954,"37.5004268426, 127.0339836242"
5955,"37.5245830531, 127.0530152510"
5956,"37.5011538454, 127.0418976343"
5957,"nan, nan"
5958,"37.5089817748, 127.0355935671"
5959,"37.4856294862, 127.0370661629"
5960,"37.5066742473, 127.0326619456"
5961,"37.5168521812, 127.0221343524"
5962,"37.5028774480, 127.0458373205"
5963,"37.5066861583, 127.0338783380"
5964,"nan, nan"
5965,"nan, nan"
5966,"37.5032581397, 127.0400934822"
5967,"37.5042756296, 127.0467538010"
5968,"37.5231170032, 127.0375867474"
5969,"37.5129132368, 127.0346188501"
5970,"nan, nan"
5971,"nan, nan"
5972,"37.4960068432, 127.0304312487"
5973,"37.5065640392, 127.0503897941"
5974,"37.5007627865, 127.0393421300"
5975,"37.4959457176, 127.0295129858"
5976,"37.5069487781, 127.0540369651"
5977,"37.5256040447, 127.0536670266"
5978,"37.5219229992, 127.0278058993"
5979,"37.5171415650, 127.0389351407"
5980,"37.5179943061, 127.0225424757"
5981,"37.5243541344, 127.0553159660"
5982,"37.4979910665, 127.0323647036"
5983,"37.5065821089, 127.0533545975"
5984,"37.5086773754, 127.0230510109"
5985,"37.5025588863, 127.0389654533"
5986,"37.5023530574, 127.0388107480"
5987,"37.5064038204, 127.0520977115"
5988,"37.5065163160, 127.0322797137"
5989,"37.5017052827, 127.0418361941"
5990,"37.5072063555, 127.0552486831"
5991,"37.5103474456, 127.0452789634"
5992,"37.5008412913, 127.0389883098"
5993,"nan, nan"
5994,"37.5040976960, 127.0349921798"
5995,"35.1911841649, 128.0826219532"
5996,"37.5224610396, 127.0551202222"
5997,"37.5113856162, 127.0485962209"
5998,"37.4961561210, 127.0453743181"
5999,"37.5064368977, 127.0514573662"
6000,"37.5017586415, 127.0420357186"
6001,"37.5040919706, 127.0440285305"
6002,"nan, nan"
6003,"37.5130439596, 127.0262804932"
6004,"37.5021028168, 127.0391785093"
6005,"37.5476015333, 127.1337882025"
6006,"37.5014373248, 127.0408024988"
6007,"37.5060436265, 127.0518294172"
6008,"37.5081852440, 127.0348296375"
6009,"37.5123177721, 127.0518297967"
6010,"37.5028468188, 127.0387793372"
6011,"37.5064758052, 127.0517002172"
6012,"37.5029130284, 127.0396369634"
6013,"37.5194709726, 127.0489848242"
6014,"37.4993757096, 127.0297104315"
6015,"37.4972528819, 127.0295773935"
6016,"37.5173060484, 127.0214745692"
6017,"37.4947099441, 127.0367349107"
6018,"37.5159509303, 127.0401568286"
6019,"37.4939918620, 127.0397342469"
6020,"37.5142313355, 127.0345506873"
6021,"37.5013880401, 127.0420854974"
6022,"37.5018439655, 127.0422916946"
6023,"37.5023530574, 127.0388107480"
6024,"37.5044238114, 127.0440271420"
6025,"37.5126945049, 127.0529962085"
6026,"37.5027087887, 127.0554810561"
6027,"37.5166093665, 127.0517769991"
6028,"37.5130699055, 127.0550704466"
6029,"37.5159509303, 127.0401568286"
6030,"37.5043892468, 127.0527431090"
6031,"37.5159509303, 127.0401568286"
6032,"37.5008395834, 127.0389762082"
6033,"37.5025314509, 127.0382756822"
6034,"37.5061172640, 127.0348069618"
6035,"37.5260635520, 127.0542667129"
6036,"37.5025611466, 127.0389418179"
6037,"37.5024129894, 127.0384891418"
6038,"37.5021771512, 127.0389015836"
6039,"nan, nan"
6040,"37.5252917176, 127.0525531730"
6041,"37.4903938225, 127.0328481008"
6042,"37.4976292616, 127.0287286050"
6043,"37.5070813365, 127.0543847309"
6044,"37.5057545439, 127.0500420382"
6045,"37.4991231163, 127.0287850429"
6046,"37.5019933342, 127.0438244100"
6047,"37.5027283131, 127.0461163447"
6048,"37.4947922181, 127.0366959378"
6049,"37.5068353436, 127.0528374587"
6050,"37.5014193150, 127.0412913847"
6051,"37.5224610396, 127.0551202222"
6052,"37.5017012217, 127.0423600348"
6053,"37.5029721618, 127.0398231475"
6054,"37.5150724392, 127.0590642183"
6055,"37.5060107618, 127.0501080327"
6056,"37.5026274832, 127.0391460994"
6057,"37.5023530574, 127.0388107480"
6058,"37.5062900730, 127.0517802764"
6059,"37.5030301250, 127.0400054861"
6060,"37.5158561487, 127.0411919929"
6061,"37.5048057887, 127.0275301529"
6062,"37.5066513495, 127.0400231393"
6063,"37.5093204824, 127.0367061025"
6064,"37.5273698492, 127.0295753654"
6065,"37.5022039984, 127.0383588645"
6066,"37.5120453349, 127.0509404680"
6067,"37.5057598874, 127.0274260005"
6068,"37.4991231163, 127.0287850429"
6069,"37.5096550057, 127.0426647076"
6070,"37.5013331814, 127.0410252326"
6071,"nan, nan"
6072,"37.5044546306, 127.0252737521"
6073,"nan, nan"
6074,"37.5260635520, 127.0542667129"
6075,"37.5061371187, 127.0340772570"
6076,"37.5015621781, 127.0419063444"
6077,"37.5113326123, 127.0484372716"
6078,"37.5192206396, 127.0226574337"
6079,"37.5159509303, 127.0401568286"
6080,"nan, nan"
6081,"37.5053737432, 127.0261159614"
6082,"37.5170832752, 127.0378101779"
6083,"nan, nan"
6084,"37.5171415650, 127.0389351407"
6085,"37.4949704324, 127.0307124024"
6086,"37.5058532069, 127.0496078061"
6087,"37.5027814110, 127.0390371573"
6088,"37.5173705691, 127.0653370571"
6089,"nan, nan"
6090,"37.5119270909, 127.0503854818"
6091,"37.5211487796, 127.0486472352"
6092,"37.4974676862, 127.0291978492"
6093,"37.5066679818, 127.0535379932"
6094,"37.5203044476, 127.0285195400"
6095,"37.5221388231, 127.0195473198"
6096,"nan, nan"
6097,"37.5030264210, 127.0491088868"
6098,"37.5171459798, 127.0196955561"
6099,"37.5173098801, 127.0196492217"
6100,"37.5024019993, 127.0384824636"
6101,"37.5011621261, 127.0411529323"
6102,"37.5028716632, 127.0393945812"
6103,"37.4994180935, 127.0354573918"
6104,"37.5052805569, 127.0289193918"
6105,"37.5010347878, 127.0396487498"
6106,"37.5069797743, 127.0540333682"
6107,"37.4991095457, 127.0286429989"
6108,"37.5063529806, 127.0519457840"
6109,"37.5012576880, 127.0422721383"
6110,"37.5188658448, 127.0252246545"
6111,"37.5028813542, 127.0413565403"
6112,"37.5177400284, 127.0252845666"
6113,"37.5140981298, 127.0358847688"
6114,"37.5214112570, 127.0568820025"
6115,"37.5187007930, 127.0268066650"
6116,"37.4946760127, 127.0402188247"
6117,"37.5012416495, 127.0354244397"
6118,"37.5240251233, 127.0484693458"
6119,"37.4995447825, 127.0354323459"
6120,"37.5109823973, 127.0582055733"
6121,"37.5066953924, 127.0518775959"
6122,"37.5199837417, 127.0304791048"
6123,"37.5108153332, 127.0469055962"
6124,"37.5111132057, 127.0314125838"
6125,"37.5011973054, 127.0405155684"
6126,"37.5026214877, 127.0400975524"
6127,"37.5039570058, 127.0351381206"
6128,"37.5009180424, 127.0403730359"
6129,"37.4973763752, 127.0293552289"
6130,"37.4973131600, 127.0292122640"
6131,"37.5088229582, 127.0372478481"
6132,"37.5172626026, 127.0399165951"
6133,"37.5224783223, 127.0551557557"
6134,"37.5051075694, 127.0542438501"
6135,"37.5013647905, 127.0420957757"
6136,"37.5051100237, 127.0570666478"
6137,"37.4990463384, 127.0284633907"
6138,"37.5009139048, 127.0392831758"
6139,"37.5115445929, 127.0314642283"
6140,"37.5027082642, 127.0403338516"
6141,"37.4987566962, 127.0325303683"
6142,"37.5026276024, 127.0385091564"
6143,"37.5013838208, 127.0357481753"
6144,"37.5040867564, 127.0439973130"
6145,"37.5043318257, 127.0415198595"
6146,"37.5056128019, 127.0294690635"
6147,"37.5042410573, 127.0530877213"
6148,"37.5091916920, 127.0608069199"
6149,"37.5128320849, 127.0572508996"
6150,"37.5089291235, 127.0576024968"
6151,"37.5149964080, 127.1077780826"
6152,"37.5030489588, 127.0399971272"
6153,"37.5029720711, 127.0398248439"
6154,"37.5237438132, 127.0556616793"
6155,"37.5008756613, 127.0391347804"
6156,"37.5021714251, 127.0382260768"
6157,"37.4761953186, 127.0466536601"
6158,"37.4988089234, 127.0339226151"
6159,"37.4961068099, 127.0299019442"
6160,"37.5051287118, 127.0353106908"
6161,"37.5006977244, 127.0390992902"
6162,"37.5153774552, 127.0414218012"
6163,"37.5052832054, 127.0541782675"
6164,"37.5052666659, 127.0258786454"
6165,"37.5168401553, 127.0658115646"
6166,"37.5120753959, 127.0236483604"
6167,"37.5055185464, 127.0252330562"
6168,"37.5155180906, 127.1092474918"
6169,"37.5084527550, 127.0587155103"
6170,"37.4958702709, 127.0299994409"
6171,"37.5015047617, 127.0417149608"
6172,"37.5015404685, 127.0411239622"
6173,"37.4768468547, 127.0459229403"
6174,"37.5026975625, 127.0397423659"
6175,"37.5112041981, 127.0797045770"
6176,"37.5108661850, 127.0447243787"
6177,"37.5055116111, 127.0260522221"
6178,"37.5045128264, 127.0433077880"
6179,"37.5068530818, 127.0528632580"
6180,"37.5025394707, 127.0382729720"
6181,"37.5071049973, 127.0314084160"
6182,"37.5155322590, 127.0600615590"
6183,"37.5253215967, 127.0288651322"
6184,"37.5177632363, 127.0246113055"
6185,"37.5099098998, 127.0631778346"
6186,"37.5034175479, 127.0428583953"
6187,"37.5178049750, 127.0292553164"
6188,"37.5008412913, 127.0389883098"
6189,"37.5112859245, 127.0824533809"
6190,"37.5088229113, 127.0645418444"
6191,"37.4962096409, 127.0297986265"
6192,"37.5008412913, 127.0389883098"
6193,"37.5207033519, 127.0189540789"
6194,"37.5007891132, 127.0400945369"
6195,"37.5123701991, 127.0497610827"
6196,"37.5012398711, 127.0406665685"
6197,"37.5025642591, 127.0398750669"
6198,"37.5064265360, 127.0514578115"
6199,"37.5049045461, 127.0529124384"
6200,"37.5205035062, 127.0287796799"
6201,"37.5066491822, 127.0514396421"
6202,"37.5063776757, 127.0297864944"
6203,"37.5213387994, 127.0191391938"
6204,"37.5243033271, 127.0521264461"
6205,"37.5058875353, 127.0311586369"
6206,"37.5034175479, 127.0428583953"
6207,"37.5027421897, 127.0399283156"
6208,"37.5273890427, 127.0366388170"
6209,"37.4999503483, 127.0318727050"
6210,"37.5110853637, 127.0818014417"
6211,"37.5154578710, 127.1090876886"
6212,"37.4968966100, 127.1213950776"
6213,"37.5138710747, 127.1063643929"
6214,"37.5138710747, 127.1063643929"
6215,"37.5153520478, 127.1091368517"
6216,"37.5110821914, 127.0811757341"
6217,"37.5112518274, 127.0839162637"
6218,"37.5153929247, 127.1087772126"
